Folder,Label,Filename,Hue_Mean,Hue_Std,Saturation_Mean,Aspect_Ratio,H_hist_bin_0,H_hist_bin_1,H_hist_bin_2,H_hist_bin_3,H_hist_bin_4,H_hist_bin_5,H_hist_bin_6,H_hist_bin_7,S_hist_bin_0,S_hist_bin_1,S_hist_bin_2,S_hist_bin_3,S_hist_bin_4,S_hist_bin_5,S_hist_bin_6,S_hist_bin_7,V_hist_bin_0,V_hist_bin_1,V_hist_bin_2,V_hist_bin_3,V_hist_bin_4,V_hist_bin_5,V_hist_bin_6,V_hist_bin_7,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,area,perimeter,eccentricity,solidity,extent,major_axis_length,minor_axis_length,edge_density
Fajri,5,IMG_20210705_104205.png,22.40265398038106,22.685043459043523,83.70104697226938,1.4502923976608186,0.0547558888792991,0.9973818063735962,0.0042016487568616,0.0470472648739814,0.0002913143252953,0.0002128835476469,0.0,0.0,0.1056767925620079,0.042693093419075,0.1280999928712844,0.254709243774414,0.6112027764320374,0.7042911052703857,0.1900484561920166,0.0031678192317485,0.0069666872732341,0.0041306908242404,0.1009244844317436,0.8498125076293945,0.5162900686264038,0.0300862248986959,0.0103267263621091,0.0,63.53999645578593,0.6738668240970779,0.4172253816874819,0.9899808083415824,39.0,2.0,0.7670068760260569,0.0004049423735852,0.0003238826050127,611.3607284317761,392.2728129721895,0.061687663851976
Dosehri,4,IMG_20210629_184007.png,20.12864650052405,24.915515681254863,72.32730435542099,1.7906137184115525,0.0948044061660766,0.9952433705329896,0.002278801985085,0.0031528631225228,0.0083816209807991,0.0204311776906251,0.0,0.0,0.2330285608768463,0.0472243465483188,0.1447968184947967,0.2369792312383651,0.5890180468559265,0.6625189781188965,0.2835298180580139,0.0089119877666234,0.0096371872350573,0.0083652734756469,0.3959073722362518,0.6680967807769775,0.6288386583328247,0.0305259115993976,0.0192254539579153,0.0012963728513568,77.3031834591401,0.6455519505949442,0.4733180194641915,0.987898828429158,34.0,2.0,0.8577244025827654,0.0004880219322797,0.0003882563862465,596.5924750823485,306.714016437576,0.1314511459487902
Chaunsa (White),3,IMG_20210705_101324.png,22.403531980774563,24.536832905071225,52.51991866161383,1.4212034383954155,0.0032523989211767,0.9987973570823668,0.0054405936971306,0.0486185811460018,0.0,0.0,0.0,0.0,0.0440732613205909,0.1802337169647216,0.41690194606781,0.8385120034217834,0.2916094362735748,0.0602300018072128,0.0002074035874102,8.296143641928211e-05,0.0073067252524197,0.0050657452084124,0.2575055658817291,0.8010280132293701,0.5389840006828308,0.0325036272406578,0.0201311577111482,0.0007532706367783,58.96660588694973,0.6662475657717575,0.4874999177352713,0.9906861935224824,38.0,0.0,0.8226592700109028,0.0004456327985739,0.0003791280055871,616.5286842129702,350.5179615603436,0.0567538331939891
Sindhri,7,IMG_20210702_183114 - Copy.png,13.20483220603538,19.262781715737237,43.73503511966701,1.6,0.3414379060268402,0.9389369487762452,0.0170245412737131,0.0390848368406295,0.0001385987125104,0.0001154989222413,0.0,0.0,0.2303505837917328,0.0745688676834106,0.3535768091678619,0.5831066966056824,0.5418358445167542,0.4240811467170715,0.0540116243064403,7.816443394403905e-05,0.0102254366502165,0.0049354773946106,0.1049266159534454,0.8444847464561462,0.5186341404914856,0.0808218494057655,0.0139065943658351,0.0,52.091417399804506,0.7898434920763818,0.621617970334959,0.9920190585697491,29.0,0.0,0.7974842149568401,0.0005098901098901,0.0003752005382187,495.7517839552083,299.1067873703428,0.0687351016425296
Langra,6,IMG_20210702_075535.png,25.542797311089995,29.42960281590721,46.23050481587067,1.2520325203252032,0.2029125541448593,0.9740466475486756,0.0020954385399818,0.0994822159409523,0.0066440729424357,0.010694402270019,0.0,0.0,0.2184130698442459,0.1926588714122772,0.8355884552001953,0.4615850746631622,0.0625259578227996,0.0001047628466039,0.0,0.0,0.0058882138691842,0.0038046920672059,0.0131956376135349,0.567940890789032,0.8149287700653076,0.1139142885804176,0.0115952519699931,0.0,73.9237430118336,0.6904996235515266,0.4028266700911578,0.9909666878932272,35.0,1.0,0.7716120380615209,0.0003522757010286,0.0002788622420524,622.5038540725196,395.9706171220824,0.0443769455135825
Anwar Ratool,0,IMG_20210630_104938.png,23.32264664938556,31.998110195161264,76.24764784946237,1.4761904761904765,0.9985345005989076,0.0069860536605119,3.073044354096055e-05,0.0211937613785266,0.0398368947207927,0.0290505103766918,0.0,0.0,0.2924512922763824,0.1048381924629211,0.2402040660381317,0.4599990546703338,0.6908149719238281,0.381499320268631,0.1041507273912429,0.0238678753376007,0.0087387217208743,0.0067170774564146,0.0100593119859695,0.374835729598999,0.6676644682884216,0.6422634720802307,0.0315148308873176,0.0020216447301208,113.94916426166428,0.577520691355467,0.355123634555928,0.987961513215566,37.0,8.207106781186548,0.7308152417126021,0.0003536811516623,0.0002845059592464,589.24669288735,402.2052564342636,0.0660968039386804
Chaunsa (Summer Bahisht),2,IMG_20210704_191619.png,33.83533537763184,33.40356243502232,46.60364955572725,1.4850299401197604,0.0101690338924527,0.91555255651474,0.3828827142715454,0.1227235868573188,9.700191003503278e-05,8.083492866717279e-05,0.0,0.0,0.0028900925535708,0.1245443969964981,0.8910273313522339,0.4352377951145172,0.0325008630752563,0.0073181875050067,0.0029745982028543,1.6901125491131097e-05,0.0076681398786604,0.0045497631654143,0.2073635458946228,0.9311336874961852,0.2951722741127014,0.0515128597617149,0.0114340484142303,0.0,55.51778866509406,0.6552640376947252,0.4633467227405451,0.989958597033665,42.0,0.0,0.731320075647702,0.0004803678245056,0.0003734594796464,573.0854475825985,390.86399954579474,0.0680106960893402
Anwar Ratool,0,IMG_20210630_103716.png,18.759170133507357,27.694119615270274,35.073225113522035,0.8102981029810298,0.3215484917163849,0.9451662302017212,5.132867590873502e-05,0.0411912612617015,0.0350061580538749,0.0185809805989265,0.0,0.0,0.2164751589298248,0.198407307267189,0.920720875263214,0.2542758285999298,0.0361357182264328,0.0091572599485516,0.000554985483177,0.0,0.0106076588854193,0.0055380244739353,0.0070809563621878,0.1747646182775497,0.9398661255836488,0.2916692793369293,0.028874872252345,0.0033062831498682,160.24170167876176,0.6287237066771584,0.5145310434023767,0.9845690567307506,45.0,9.0,0.7084169370292082,0.0008627631427585,0.0006920415224913,428.6325306521607,302.5263512041512,0.181374776482328
Chaunsa (White),3,IMG_20210705_102313.png,23.012385617894445,22.14422787760577,79.01436130880857,1.4212034383954155,0.3004727959632873,0.9523373246192932,0.0093144373968243,0.0517955794930458,0.0003409206110518,0.0002678661840036,0.0,0.0,0.0975695997476577,0.1091986894607544,0.097934640944004,0.4086867868900299,0.8435694575309753,0.2999052703380584,0.0196773186326026,0.0001564451085869,0.007330332417041,0.0037556639872491,0.1283260583877563,0.5933346152305603,0.7888553738594055,0.0947965830564498,0.0118099795654416,0.000196078850422,68.2182049723597,0.6179119175920091,0.3740807167418177,0.9904209040527788,64.0,12.0,0.6599152828558924,0.0006009051133269,0.000493712875106,581.2941108521367,436.74952647498526,0.0562824239956837
Dosehri,4,IMG_20210629_184916.png,21.416841397849463,20.765876649782577,87.16737231182796,1.653333333333333,0.085345908999443,0.9963306188583374,0.0009615014423616,0.0029730638489127,0.0014169495552778,0.0054527255706489,0.0,0.0,0.1649071276187896,0.0515885204076767,0.1232199743390083,0.2450254708528518,0.5363818407058716,0.6637651920318604,0.3855127692222595,0.1342155635356903,0.0088329687714576,0.0542352795600891,0.4916592240333557,0.6181157827377319,0.6094748377799988,0.0347558110952377,0.0225731413811445,0.002752301748842,90.57642424242428,0.6014179615129341,0.4170090499552272,0.9850212601471794,25.0,1.0,0.8249931139880714,0.0003057692542899,0.0002328614008941,610.2405981696699,344.8730681649752,0.1111559886623033
Fajri,5,IMG_20210705_104338.png,24.51044774380011,25.40881263606857,55.51142084654112,1.4335260115606936,0.0423156805336475,0.9979329705238342,0.0025530641432851,0.047845508903265,0.0049105742946267,0.0043890974484384,0.0,0.0,0.1540775746107101,0.1900401711463928,0.6574554443359375,0.6618103384971619,0.2569010555744171,0.0609886273741722,0.0136559354141354,0.0001773498079273,0.0065644062124192,0.0042744972743093,0.1272884160280227,0.8455871343612671,0.5170462131500244,0.0362568944692611,0.0081978747621178,0.0004121836682315,72.0213347346295,0.613718750653265,0.4076336346743947,0.989199272940617,31.0,1.0,0.796197950867312,0.0003203339740012,0.0002642525913802,634.8085451458263,384.0821602299768,0.0735729538405594
Chaunsa (White),3,IMG_20210705_100906.png,22.529750901192347,24.64463683028412,57.11754205564285,1.4212034383954155,0.0177740156650543,0.9983329176902772,0.008952222764492,0.0541757717728614,0.000260859465925,0.0004268609627615,0.0,0.0,0.0825408026576042,0.2115581631660461,0.2702653706073761,0.8096055388450623,0.4442006945610046,0.1503398567438125,0.003052256302908,0.0,0.0072374641895294,0.0043910755775868,0.1785241216421127,0.8620913028717041,0.472448468208313,0.0372807495296001,0.0158113427460193,0.0029505249112844,61.6142629735753,0.653548309315117,0.4715997096853858,0.9902378368934412,64.0,21.0,0.69386973593551,0.0007108188855692,0.0005718114809023,544.6979015575787,392.2372537460846,0.0649926233568663
Langra,6,IMG_20210702_080216.png,23.45728833045906,25.998088227209436,41.05120582518956,1.3414634146341464,0.1262446045875549,0.9891514778137208,0.0013674332294613,0.0749488994479179,0.0047125592827796,0.0004294418322388,0.0,0.0,0.1560561954975128,0.2716051936149597,0.9345294833183287,0.168912649154663,0.0004772360844071,0.0,0.0,0.0,0.0065480996854603,0.004175376612693,0.0058239568024873,0.4316507279872894,0.8353680372238159,0.3401159942150116,0.0080426074564456,0.0,64.86341243979241,0.7103770246078424,0.4182902939640093,0.9930773580731396,60.0,19.0,0.7455107223855573,0.0005804335838871,0.0004628736740597,590.9919441494795,393.89236792044335,0.0407948333720267
Dosehri,4,IMG_20210629_183822.png,20.87526733202637,23.6958871581038,70.9216717162716,1.3701657458563536,0.0676229149103164,0.9975879192352296,0.0029521600808948,0.0076341014355421,0.0024216938763856,0.0131348064169287,0.0,0.0,0.1887935847043991,0.0644127503037452,0.1947275698184967,0.292184442281723,0.6268840432167053,0.6406602263450623,0.1826036274433136,0.0120075792074203,0.0064165689982473,0.0221599545329809,0.5703207850456238,0.7914294004440308,0.2154634743928909,0.0303296837955713,0.022282674908638,0.0007538591744378,86.01486132038619,0.6511308945961929,0.4706053114215938,0.983968391003183,35.0,3.0,0.7230856814816413,0.0003833096046435,0.0002974419988102,580.3212280236744,400.861733578988,0.125892700687943
Dosehri,4,IMG_20210629_183339.png,15.204145209871744,21.85645919751952,57.99213588223864,1.4939759036144578,0.1759999692440033,0.9842090010643004,0.0019574631005525,0.006147121079266,0.0027644874062389,0.0175313148647546,0.0,0.0,0.2472515702247619,0.0455815978348255,0.1639303714036941,0.2162756919860839,0.6677458882331848,0.5393658876419067,0.3543928265571594,0.0273162834346294,0.0104747489094734,0.005624865181744,0.428789734840393,0.7689315676689148,0.4729886651039123,0.0282243229448795,0.0150746386498212,0.0004249898192938,60.32545941341119,0.7183520328632382,0.5776405579926978,0.989678958543736,30.0,2.0,0.8205249237051209,0.0004667952947034,0.0003453515678961,539.4791743884348,308.37209551135084,0.1107757072365311
Chaunsa (White),3,IMG_20210705_100712.png,21.79392157315833,23.710741552622743,74.55944981051853,1.4212034383954155,0.0131902480497956,0.9982451796531676,0.004975760821253,0.0575126223266124,0.0001568933512317,0.0001793066912796,0.0,0.0,0.0892981439828872,0.109496533870697,0.1172530353069305,0.2097994536161422,0.806026041507721,0.5209845900535583,0.0341955199837684,7.874616130720824e-05,0.0072188875637948,0.0049156448803842,0.006662399508059,0.6244415044784546,0.7797789573669434,0.0410719141364097,0.0140204085037112,0.0036790047306567,65.20018523342306,0.6608841954714644,0.4441332274145896,0.991181550825252,39.0,1.0,0.6015846299983931,0.0004179437169127,0.0003293807641633,539.4443789803969,430.913063579926,0.0518064934229379
Chaunsa (Black),1,IMG_20210705_092052.png,23.10303817825844,26.081764347419103,55.778936695879175,1.4335260115606936,0.0926318988204002,0.9928433895111084,0.0502831302583217,0.0561476536095142,0.0004415642470121,0.0003173743025399,0.0,0.0,0.1595169752836227,0.1809439212083816,0.2667713761329651,0.5968659520149231,0.699380099773407,0.1587987542152404,0.0069428072310984,2.394071452727076e-05,0.0086771128699183,0.1120027303695678,0.7154619097709656,0.6677378416061401,0.1646252274513244,0.0490836687386035,0.0104765137657523,0.0,55.612903602498974,0.7127750164735228,0.4941258400566123,0.9882487159690893,46.0,4.0,0.6803930748001062,0.0005377726858238,0.0003993922292164,541.7232235575447,397.0004381914547,0.0726964404638984
Sindhri,7,IMG_20210702_184440 - Copy.png,16.25660028834024,17.011589663326284,74.22829563885385,1.3854748603351956,0.2067430913448333,0.978393018245697,0.0,5.304165097186342e-05,0.0005967185716144,0.0020023223478347,0.0,0.0,0.2427097111940384,0.0303417183458805,0.1451021134853363,0.194926917552948,0.2725949883460998,0.7384352684020996,0.5111246109008789,0.0166483055800199,0.0073621342889964,0.0042293113656342,0.1425956636667251,0.4873802363872528,0.8602384328842163,0.0433547906577587,0.0128097655251622,0.001026869751513,67.16754133513908,0.7037172037268649,0.4934085953898722,0.9909429025944276,48.0,8.0,0.753353787750233,0.0005517177963471,0.0004251926654265,591.3128264581136,388.8564461476256,0.0608227988254722
Chaunsa (Black),1,IMG_20210705_092851.png,22.82091413388029,25.004837539491582,72.53185017713966,1.4335260115606936,0.0038323865737766,0.9983609318733216,0.0109514081850647,0.0560425892472267,3.63834151357878e-05,3.63834151357878e-05,0.0,0.0,0.0646051242947578,0.2154135704040527,0.1372148394584655,0.1282155960798263,0.6181299090385437,0.6928473114967346,0.2280835658311844,0.0034576056059449,0.007123639807105,0.1589404344558715,0.776939332485199,0.6071006059646606,0.0217039715498685,0.0407805256545543,0.0186324808746576,0.0001110177618102,63.91217376072864,0.6953235117302915,0.484133817158735,0.9839734973724528,43.0,2.0,0.7824563540722761,0.0004942755988781,0.0004031653165316,598.4231701320812,372.6413581615839,0.1418628743682473
Langra,6,IMG_20210702_075904.png,27.700123980348536,26.985521993801004,34.90629634779385,1.4252873563218391,0.0279870089143514,0.9984878897666932,0.0010467182146385,0.0447649881243705,0.0152637939900159,0.0007926604012027,0.0,0.0,0.1828348338603973,0.8466458916664124,0.4964835047721863,0.0571506693959236,7.391447434201837e-05,0.0,0.0,0.0,0.006697213742882,0.0050950786098837,0.0621224306523799,0.7091252207756042,0.6999598741531372,0.0568541474640369,0.0059322300367057,0.0,70.22066643445953,0.6713451496355681,0.3775071389549746,0.9904927833205216,40.0,9.0,0.6708031047503726,0.0003862420578976,0.0003116478379431,579.7483458985621,429.9619464881528,0.0440214011926617
Fajri,5,IMG_20210705_110036.png,22.487710674157302,23.73167767381527,56.407195768394345,1.3932584269662922,0.0114881414920091,0.9991517066955566,0.0061398237012326,0.0390664637088775,7.91505808592774e-05,0.0001130722521338,0.0,0.0,0.0987661778926849,0.1302231699228286,0.4072247445583343,0.8069776296615601,0.3806861639022827,0.1030776500701904,0.0263292752206325,0.0014232040848582,0.0076451613567769,0.0038962492253631,0.0826725140213966,0.5291368365287781,0.842588484287262,0.0556443333625793,0.0073668579570949,0.0,58.338690273521735,0.6614104530211679,0.4687783351887618,0.992333949599212,47.0,2.414213562373095,0.8354083813031652,0.0005137959683414,0.0003977792071498,636.0240708201153,349.5777362056581,0.0640014267900009
Chaunsa (Summer Bahisht),2,IMG_20210704_192106.png,25.81598574389105,27.00283465459616,53.57168477146956,1.2899728997289972,0.0019961288198828,0.9974631667137146,0.0363511890172958,0.0611705258488655,3.607461621868424e-05,2.4049744752119292e-05,0.0,0.0,0.0046923891641199,0.1821361035108566,0.2467584609985351,0.935196578502655,0.1768996715545654,0.0053384425118565,3.4002820029854774e-05,0.0,0.0058628544211387,0.0035404495429247,0.2408967316150665,0.9383652806282043,0.2456714659929275,0.0275765284895896,0.0163055565208196,0.0034267653245478,60.64061617458281,0.6841958637901189,0.4784261589012974,0.989318917836564,39.0,9.0,0.3104966608454439,0.0004486678017578,0.0003711316660956,455.2566112745778,432.7553121171443,0.0624346504382236
Fajri,5,IMG_20210705_105113.png,20.227856560347952,22.39656342000221,62.81378556542226,1.3932584269662922,0.0085660284385085,0.9993074536323548,0.004968530498445,0.0358695089817047,0.0001171823241747,7.030939741525799e-05,0.0,0.0,0.1043372973799705,0.1231387704610824,0.2797533273696899,0.5044779777526855,0.7205379605293274,0.3414433896541595,0.072285495698452,0.0143846934661269,0.0104120904579758,0.0061741867102682,0.0814152359962463,0.6753244996070862,0.720754086971283,0.1326902061700821,0.0082931378856301,0.0,73.50158892293722,0.6697404189993521,0.4903336429313358,0.9902242348340058,81.0,20.0,0.5284806895576295,0.0008923751501063,0.0006988662835844,497.6915312289939,422.5128975345666,0.0660149621713621
Langra,6,IMG_20210702_080232.png,27.79620007069636,29.37278679583672,39.63468834688347,1.2466124661246611,0.0398999191820621,0.9980775117874146,0.0014058336382731,0.0261742621660232,0.0383545756340026,0.0095510836690664,0.0,0.0,0.1712757647037506,0.5516546964645386,0.8038318157196045,0.1416259706020355,0.0117562832310795,0.0,0.0,0.0,0.0066509209573268,0.0034996874164789,0.0047268504276871,0.5331341624259949,0.8251535296440125,0.1861500442028045,0.0126049341633915,0.0,75.36500345395612,0.6841539727576962,0.3867605572243457,0.9911606112580978,44.0,7.0,0.771737422406624,0.0004304946775203,0.0003494060097833,606.8416877935155,385.9156984193519,0.0431612678577734
Chaunsa (Black),1,IMG_20210705_093836.png,30.30974951933348,28.204221159816743,54.944015701773125,1.6423841059602649,0.0082425270229578,0.9965254068374634,0.0655043795704841,0.0507755056023597,0.0004614789795596,0.0003076526336371,0.0,0.0,0.1114197522401809,0.2693201005458832,0.6503825783729553,0.6288591027259827,0.3068825006484985,0.0491306968033313,0.0006452436791732,4.608883318724111e-05,0.0093990983441472,0.1022799536585807,0.7569604516029358,0.6411924362182617,0.0654976516962051,0.0294184368103742,0.0133030544966459,0.0011286318767815,73.41159943808948,0.6210275437613815,0.4132631809457551,0.9830075108496924,74.0,32.0,0.926800621642434,0.0008830443550792,0.0006489178855799,673.1362691370551,252.79883990462773,0.1307371099719696
Langra,6,IMG_20210702_075701.png,25.768376252044455,28.265171161938028,42.14452085049485,1.2303523035230353,0.0856310129165649,0.9940873384475708,0.0008158617420122,0.0632924884557724,0.0210630223155021,0.0027233695145696,0.0,0.0,0.1884742826223373,0.3013654947280884,0.9135106801986694,0.197650745511055,0.0094142043963074,0.0,0.0,0.0,0.0063211061060428,0.0034239324741065,0.0563631989061832,0.5268518328666687,0.8383057117462158,0.1272587478160858,0.0157253015786409,0.0,75.77679666421389,0.6680061031204837,0.3912301920444136,0.9909614219104624,44.0,10.0,0.7658537998507977,0.0004606943920928,0.0003659165377642,620.7168965886729,399.1301145477669,0.0484031041993357
Chaunsa (White),3,IMG_20210705_101407.png,21.81006215916443,24.84652377500028,49.18732091690544,1.4212034383954155,0.0040804515592753,0.9985909461975098,0.0077628097496926,0.0523367635905742,0.0001617252128198,8.708280074642971e-05,0.0,0.0,0.0605178214609622,0.167571485042572,0.3062726259231567,0.9141700863838196,0.1968275606632232,0.0025263971183449,3.857094998238608e-05,0.0,0.0079510090872645,0.0045248130336403,0.142224371433258,0.8019160628318787,0.5786919593811035,0.0384329818189144,0.0159951224923133,0.0013779266737401,65.79573384272524,0.6610457291222832,0.5041528606481404,0.9897863398916532,30.0,0.0,0.7579481564951333,0.0003653056999866,0.0002962962962962,568.5207316582507,370.854484651161,0.0628726157862387
Sindhri,7,IMG_20210702_183916 - Copy.png,19.040929376761667,21.320293158587667,66.90701012631799,1.605177993527508,0.3256711363792419,0.9447916746139526,0.0038585152942687,0.0356912650167942,0.0025827158242464,0.003407317912206,0.0,0.0,0.2340089529752731,0.0529733337461948,0.3265821039676666,0.57637619972229,0.4992866814136505,0.4873930513858795,0.1287200003862381,0.012660983018577,0.0078843394294381,0.0047444053925573,0.0233079697936773,0.4061038494110107,0.908182680606842,0.0975967347621917,0.0114383297041058,1.7252383258892223e-05,68.85749403419305,0.651810024823987,0.4458076489901529,0.9917516487416744,31.0,2.0,0.8774740369508468,0.000446004661468,0.0003103879849812,640.1507646379446,307.0317591633017,0.0638138258753137
Chaunsa (White),3,IMG_20210705_100708.png,21.405149505499583,22.96339983156674,73.23844625196413,1.4212034383954155,0.015209493227303,0.998686134815216,0.0055530262179672,0.0486168563365936,0.0002118624543072,0.0004571768513415,0.0,0.0,0.0716533958911895,0.118449829518795,0.1199863702058792,0.245088055729866,0.8471983075141907,0.4333824515342712,0.0283773895353078,3.889977961080149e-05,0.0061606215313076,0.0043808864429593,0.0039093326777219,0.5531325340270996,0.8320337533950806,0.0373440124094486,0.0167021285742521,0.0042744064703583,66.62305577262596,0.6563854922426184,0.4442102614174946,0.9914374716170902,50.0,6.0,0.665803890846748,0.0005274706726306,0.0004407771783208,574.8773188078266,428.9313655123914,0.0539236439241315
Chaunsa (White),3,IMG_20210705_101328.png,22.079362695258343,24.967580388389035,50.14267145762085,1.4212034383954155,0.0061238054186105,0.9986026287078856,0.009502456523478,0.0516238026320934,0.0001490581489633,0.0001117936117225,0.0,0.0,0.0603117384016513,0.2146368771791458,0.4392552971839905,0.7909440994262695,0.3605366051197052,0.0420603789389133,0.0002000757958739,6.669193680863827e-05,0.0085367560386657,0.00516042066738,0.2485634684562683,0.8296575546264648,0.4979134798049927,0.0403625480830669,0.0154045280069112,0.0009016348631121,61.49381494023329,0.6772544988316337,0.5018091814293987,0.990277801476072,39.0,0.0,0.7687874428914726,0.0004626608932914,0.0003690036900369,572.8375063168546,366.3321013106887,0.0577549188153937
Chaunsa (White),3,IMG_20210705_101438.png,22.82546908217025,25.01320557408158,49.51671249653388,1.4212034383954155,0.0045606726780533,0.998535931110382,0.0075053586624562,0.0533754304051399,0.000167583770235,0.0001556134957354,0.0,0.0,0.0583229884505271,0.1631790995597839,0.3924735486507416,0.8942612409591675,0.1273858100175857,0.0022658647503703,1.8421664208290167e-05,0.0,0.0071230437606573,0.0047547682188451,0.1703154295682907,0.7867957353591919,0.5917773842811584,0.0332105085253715,0.0237556230276823,0.0020221427548676,67.15658591647131,0.6458132903727944,0.4840733649056583,0.98972980552783,43.0,5.0,0.5397228741808086,0.0004921316165951,0.0004002159304555,512.3423400594991,431.3116855190922,0.0605054382708855
Chaunsa (Summer Bahisht),2,IMG_20210704_191101.png,33.45309787078498,32.96630387418522,47.71405807365439,1.405099150141643,0.0005855441559106,0.9386566281318665,0.3261334598064422,0.1120731607079505,0.0,0.0,0.0,0.0,0.0019201217219233,0.2185591757297516,0.8486409783363342,0.4660082459449768,0.1219541504979133,0.0005108580808155,0.0,0.0,0.0052242581732571,0.0030906272586435,0.4177053272724151,0.9034044742584229,0.0797758400440216,0.052807368338108,0.0138842901214957,0.0003451461961958,56.941631613586296,0.6652692615178146,0.4604451367442876,0.9881923993491396,54.0,15.0,0.8445485320359468,0.0005805952176156,0.0004618226600985,639.2520991674702,342.30608531246486,0.0645373043534343
Fajri,5,IMG_20210705_105951.png,25.201097544400145,23.371906761366617,57.60626585719464,1.3932584269662922,0.0476788766682148,0.9982638955116272,0.003032827982679,0.0344392247498035,0.0006750813336111,0.0004735645197797,0.0,0.0,0.1001928970217704,0.4203119277954101,0.7681455612182617,0.4206622540950775,0.1528000086545944,0.098149336874485,0.1134079322218895,0.0212725009769201,0.0103898989036679,0.0134796062484383,0.181580901145935,0.6520191431045532,0.7351686358451843,0.0334566868841648,0.0041801924817264,0.0,76.16537282941776,0.6088155158381983,0.3876085833567067,0.9889794832209348,77.0,17.0,0.5779422284337054,0.0007128507549737,0.0005653450807635,537.8955762274995,438.9645741932877,0.0822893025541447
Chaunsa (Summer Bahisht),2,IMG_20210704_191014.png,36.76000639678333,28.51818670003897,79.81957073014712,1.405099150141643,0.0004989482695236,0.9927375316619872,0.0355759523808956,0.1149181351065635,0.0001035552995745,4.70705890620593e-05,0.0,0.0,0.0012443397426977,0.1033105552196502,0.353635311126709,0.6610175967216492,0.6494391560554504,0.0745086371898651,0.0006980442558415,0.0,0.0046173585578799,0.0029155323281884,0.096964530646801,0.551048755645752,0.821705162525177,0.1066873744130134,0.0181923937052488,0.000844317022711,72.52469167596647,0.5805002419272135,0.3041412269418658,0.9885118341825548,63.0,20.0,0.8418651515951926,0.0005319283669799,0.0004329807632832,710.5140378752279,383.45585345825657,0.0412416771184459
Sindhri,7,IMG_20210702_183808 - Copy.png,22.820799404948325,22.184847776614284,69.85821849879946,1.605177993527508,0.069516085088253,0.9971217513084412,0.0074363774619996,0.0292570777237415,0.0017949877073988,0.001135604456067,0.0,0.0,0.1891914457082748,0.1086577475070953,0.2552817165851593,0.7293552756309509,0.4994910061359405,0.2935186326503753,0.1393653750419616,0.0143203819170594,0.0078640105202794,0.0049455887638032,0.1766955703496933,0.8406102657318115,0.5108636021614075,0.0309317745268344,0.0113241747021675,0.0,78.39624726226666,0.6135184648819995,0.4064911411381675,0.9878456729932988,38.0,3.0,0.7525929069969762,0.0004316023806278,0.0003495474280668,548.3806666300319,361.1010350106911,0.1125580309799908
Chaunsa (White),3,IMG_20210705_101453.png,23.757163323782237,24.925225558674303,62.354520981606434,1.4212034383954155,0.0971306338906288,0.992231547832489,0.004407724365592,0.0776057913899421,0.000126262937556,4.5913795474916697e-05,0.0,0.0,0.0523155182600021,0.1556636542081833,0.220558226108551,0.8989605903625488,0.3393177986145019,0.0334552749991416,0.0002165929181501,1.6660993424011394e-05,0.0070795635692775,0.0039024644065648,0.0286229085177183,0.4237728118896484,0.8993076682090759,0.1030888929963111,0.0118814809247851,0.0030320263467729,71.57368527683714,0.6172724643522419,0.4080819529913548,0.9913785732410534,37.0,0.0,0.7073719957753565,0.0003809641481847,0.0003117023158639,597.9888698879006,422.6833300928744,0.0661398126579807
Chaunsa (White),3,IMG_20210705_102318.png,23.1598576578242,21.55240364318684,87.24331037988723,1.4212034383954155,0.3480667173862457,0.935983657836914,0.0049010012298822,0.052536342293024,0.0002510268823243,0.0001195366203319,0.0,0.0,0.0680188313126564,0.0854397192597389,0.0969247296452522,0.3244893252849579,0.8487640023231506,0.3826542794704437,0.0810004249215126,0.0003363106516189,0.0074425786733627,0.0039384271949529,0.1531493961811065,0.5977873206138611,0.7761995792388916,0.1283058673143386,0.0132528813555836,0.0009434254607185,74.82351306763915,0.6088262127077335,0.3492412844949846,0.9893156442537072,51.0,7.0,0.7368978522604454,0.0004706490342466,0.0003803131991051,649.4572719025956,439.0357844016146,0.0546687776359904
Langra,6,IMG_20210702_075437.png,25.150395212285456,26.928563172273428,32.85293586269196,1.3008130081300813,0.0741944089531898,0.9951682686805724,0.0003203272062819,0.06399916857481,0.0061856289394199,0.0010272562503814,0.0,0.0,0.1905954927206039,0.8568827509880066,0.4725814759731293,0.0780517682433128,0.0001856901799328,0.0,0.0,0.0,0.0059603792615234,0.0038865734823048,0.0077876490540802,0.4940879046916961,0.8619781732559204,0.1123335734009742,0.0118627501651644,0.0,66.04538588183378,0.6913622440010595,0.4149463084664281,0.9922850223418592,43.0,1.0,0.6452127162392937,0.0004320392251426,0.0003317901234567,567.5736034672651,433.6279234355658,0.0471162277900744
